Año,NUMERO DE EXPEDIENTE,No. de oficio,Fecha de oficio,Area,Infractor,Tipo de infractor,Clave del infractor,Cve. conducta infractora,Conducta infractora,Disposiciones infringidas,Preceptos sancionadores,Fecha de comisión de la irregularidad,Tipo de sanción,Monto
2008,,06-367-III-4.2/74133,05/12/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"Allianz México, S.A., Compañía de Seguros",S,3,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,01/01/2007,Multa,29007.32
2008,,06-367-III-4.2/74133,11/12/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"ALLIANZ MÉXICO, S.A., COMPAÑÍA DE SEGUROS",S,3,F14-CIS0003,Operar con reaseguradoras no inscritas en el Registro.,27 último párrafo,139 Fracción XXI,03/01/2006,Multa,72761.65
2008,,06-367-III-4.2/74133,11/12/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"ALLIANZ MÉXICO, S.A., COMPAÑÍA DE SEGUROS",S,3,F18-CIS0012,Exceder Límites de Retención,37 y 62-VII,139 Fracción VI  Inciso a),01/03/2006,Multa,1054139
2008,,06-367-III-4.2/74133,11/12/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"ALLIANZ MÉXICO, S.A., COMPAÑÍA DE SEGUROS",S,3,F14 Bis-CIS0042,Pago de prima a los reaseguradores participantes fuera del plazo,"37 Párrafo Cuarto, inciso a)",139 Fracción  XXI,01/03/2006,Multa,163044.5
2008,,06-367-III-4.2/74133,11/12/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"ALLIANZ MÉXICO, S.A., COMPAÑÍA DE SEGUROS",S,3,F04-CIS0067,Desviación en la reserva técnica de riesgos en curso complementaria por calidad de reaseguradoras extranjeras,"46, 47 y 52",139 Fracción  XXI,03/01/2006,Multa,9734
2008,,06-367-III-4.2/74133,11/12/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"ALLIANZ MÉXICO, S.A., COMPAÑÍA DE SEGUROS",S,3,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,04/04/2006,Multa,53098.97
2008,,06-367-III-4.2/74142,29/05/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"Swiss Brokers Mexico, Intermediario de Reaseguro, S.A. de C.V.",I,35,F33-CIIR0005,"Comprometerse ante la cedente a proporcionar respaldo a través del reaseguro o reafianzamiento, que no estén en condiciones de cumplir",26 LGISMS y Vigésmima númeral 4 de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,30/01/2006,Multa,9734
2008,,06-367-III-4.2/74142,29/05/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"Swiss Brokers Mexico, Intermediario de Reaseguro, S.A. de C.V.",I,35,F32-CIIR0013,Desapego al catálogo de cuentas,26 LGISMS y Décima Quinta de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,31/12/2006,Multa,9734
2008,,06-367-III-4.2/74142,29/05/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"Swiss Brokers Mexico, Intermediario de Reaseguro, S.A. de C.V.",I,35,F29-CIIR0023,No remitir a la cedente o hacerlo fuera del plazo la documentación e información que por su conducto deba recibir ,26 LGISMS y Vigésima Primera de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,30/01/2006,Multa,49886.75
2008,,06-367-III-4.2/74190,20/05/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"STEWART TITLE GUARANTY DE MÉXICO, S.A. DE C.V.",S,70,9-0030,,Art. 101,"Art. 139, fracción XVI",27/05/2007,Amonestación,14601
2008,,06-367-III-4.2/74193,12/06/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"COFACE SEGURO DE CRÉDITO MÉXICO, S.A. DE C.V.",S,102,33-0103,,Libre,Artículo 139,16/03/2007,Multa,10114
2008,,06-367-III-4.2/74196,03/06/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"MERIT RE, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,5,F29-CIIR0023,No remitir a la cedente o hacerlo fuera del plazo la documentación e información que por su conducto deba recibir ,26 LGISMS y Vigésima Primera de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,31/12/2007,Multa,10114
2008,,06-367-III-4.2/74196,03/06/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"MERIT RE, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,5,F32-CIIR0013,Desapego al catálogo de cuentas,26 LGISMS y Décima Quinta de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,31/12/2007,Amonestación,10114
2008,,06-367-III-4.2/74199,31/07/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"BUPA México, Compañía de Seguros, S.A. de C.V.",S,65,33-0111,,Libre,Artículo 139,01/01/2007,Multa,10518
2008,,06-367-III-4.2/74219,01/08/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"SOM.US, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,23,29-0023,,"Artículo 26 En Relación Con La Regla Vigésima Primera, Numerales 4 Y 6 De Las Reglas Para La Autorización Y Operación De Intermediarios De Reaseguro.","139, fracción XXI",01/06/2006,Multa,10114
2008,,06-367-III-4.2/74219,01/08/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"SOM.US, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,23,30-0011,,"Artículo 26 En Relación Con La Regla Vigésima Primera, Numerales 5 y 6 De Las Reglas Para La Autorización y Operación De Intermediarios De Reaseguro",139 fracción XXI,22/04/2007,Multa,17034.5
2008,,06-367-III-4.2/74219,01/08/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"SOM.US, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,23,32-0013,,26,"139, fracción XXI",31/12/2006,Multa,9734
2008,,06-367-III-4.2/74219,01/08/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"SOM.US, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,23,F14-CIS0003,Operar con reaseguradoras no inscritas en el Registro.,27 último párrafo,139 Fracción XXI,30/06/2007,Multa,10114
2008,,06-367-III-4.2/74219,01/08/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"SOM.US, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,23,F33-CIIR0005,"Comprometerse ante la cedente a proporcionar respaldo a través del reaseguro o reafianzamiento, que no estén en condiciones de cumplir",26 LGISMS y Vigésmima númeral 4 de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,01/06/2006,Multa,10114
2008,,06-367-III-4.2/74221,21/07/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,14-0003,,Art. 27,"Art. 139, fracción XXI",25/10/2006,Multa,116710.66
2008,,06-367-III-4.2/74221,21/07/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,14BIS-0042,,Artículo 37,"Artículo 139, Fracción XXI",30/04/2007,Multa,159801.2
2008,,06-367-III-4.2/74221,21/07/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,F11-CIS0031,Registro contable equivocado,102,139 Fracción XXI,30/06/2007,Multa,46423.26
2008,,06-367-III-4.2/74221,21/07/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,F04-CIS0015,Desviación en la constitución de la reserva de riesgos en curso de instituciones de seguros,46-I y 47,139 Fracción XXI,31/01/2006,Multa,9734
2008,,06-367-III-4.2/74221,21/07/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,01/11/2006,Multa,61080.85
2008,,06-367-III-4.2/74221,21/07/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,28/09/2006,Multa,23410.27
2008,,06-367-III-4.2/74221,21/07/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,F24-CIS0103,Deficiencias de Cotrol ,102,"139, Frcción XXI ",31/12/2006,Amonestación,0
2008,,06-367-III-4.2/74221,21/07/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"CHUBB DE MÉXICO, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,30,F33-CIS0111," No proporcionar información solicitada, derivada de la visita de inspección ",110,139 Fracción XXI ,04/09/2007,Multa,10114
2008,,06-367-III-4.2/74230,01/08/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"REASINTER INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,7,29-0023,,"Artículo 26 En Relación Con La Regla Vigésima Primera, Numerales 4 Y 6 De Las Reglas Para La Autorización Y Operación De Intermediarios De Reaseguro.","139, fracción XXI",01/01/9999,Multa,51834.25
2008,,06-367-III-4.2/74230,01/08/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"REASINTER INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,7,30-0011,,"Artículo 26 En Relación Con La Regla Vigésima Primera, Numerales 5 y 6 De Las Reglas Para La Autorización y Operación De Intermediarios De Reaseguro",139 fracción XXI,01/01/9999,Multa,17699.5
2008,,06-367-III-4.2/74230,01/08/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"REASINTER INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,7,32-0014,,26,"139, fracción XXI",31/12/2006,Multa,9734
2008,,06-367-III-4.2/74230,01/08/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"REASINTER INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,7,33-0016,,Libre,Artículo 139,31/12/2007,Multa,10114
2008,,06-367-III-4.2/74241,08/07/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"EULER HERMES SEGURO DE CRÉDITO, S.A.",S,64,F14 Bis-CIS0042,Pago de prima a los reaseguradores participantes fuera del plazo,"37 Párrafo Cuarto, inciso a)",139 Fracción  XXI,15/01/2007,Multa,30695.99
2008,,06-367-III-4.2/74289,01/08/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"REASEGURADORA PATRIA, S.A.",S,61,F14 Bis-CIS0042,Pago de prima a los reaseguradores participantes fuera del plazo,"37 Párrafo Cuarto, inciso a)",139 Fracción  XXI,31/12/2006,Multa,66531.89
2008,,06-367-III-4.2/74290,30/07/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"MAPFRE FIANZAS, S.A.",F,22,F14 BIS-CIF0067,Pago de prima a los reaseguradores participantes  fuera del plazo ,32,111 Fracción  XXI,25/03/2007,Multa,10114
2008,,06-367-III-4.2/74291,01/08/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"ASEGURADORA PATRIMONIAL DAÑOS, S.A.",S,100,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,16/04/2007,Multa,58661.2
2008,,06-367-III-4.2/74323,05/11/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"WILLIS MÉXICO, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,1,F33-CIS0111," No proporcionar información solicitada, derivada de la visita de inspección ",110,139 Fracción XXI ,29/11/2008,Multa,10114
2008,,06-367-III-4.2/74323,05/11/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"WILLIS MÉXICO, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,1,F32-CIIR0013,Desapego al catálogo de cuentas,26 LGISMS y Décima Quinta de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,30/09/2007,Amonestación,0
2008,,06-367-III-4.2/74350,07/10/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"SEGUROS MONTERREY NEW YORK LIFE, S.A. DE C.V.",S,38,7-0087,,Art. 107,"Art. 139, fracción XVIII",31/12/2007,Multa,69887.74
2008,,06-367-III-4.2/74356,13/10/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"FIANZAS ASECAM, S.A.",F,20,F14 BIS-CIF0067,Pago de prima a los reaseguradores participantes  fuera del plazo ,32,111 Fracción  XXI,30/05/2008,Multa,150192.9
2008,,06-367-III-4.2/74379,28/11/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"SEGUROS SURA, S.A. DE C.V.",S,10,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,31/01/2006,Multa,24091.65
2008,,06-367-III-4.2/74379,28/11/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"SEGUROS SURA, S.A. DE C.V.",S,10,F14 Bis-CIS0042,Pago de prima a los reaseguradores participantes fuera del plazo,"37 Párrafo Cuarto, inciso a)",139 Fracción  XXI,30/07/2006,Multa,51346.85
2008,,06-367-III-4.2/74379,28/11/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"SEGUROS SURA, S.A. DE C.V.",S,10,F11-CIS0031,Registro contable equivocado,102,139 Fracción XXI,31/12/2006,Multa,86729.94
2008,,06-367-III-4.2/74401,06/11/2008,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"AFIANZADORA PUNTO ASERTA, S.A.",F,2,F07 Bis-CIF0061,No entrega de información de reaseguro en el plazo establecido.,67,111 Fracción XX,31/12/2007,Multa,159447.21
2009,,06-367-III-4.2/75014,11/06/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"Mapfre México, S.A.",S,41,18-0012,,"Arts. 37 y 62, fracción VII","Art. 139, fracción VI, hasta 4% del Capital Pagado",26/06/2008,Multa,2210567
2009,,06-367-III-4.2/75014,11/06/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"Mapfre México, S.A.",S,41,7-0087,,Art. 107,"Art. 139, fracción XVIII",01/01/9999,Amonestación,0
2009,,06-367-III-4.2/75043,14/07/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"LASER, S.A. DE C.V., INTERMEDIARIO DE REASEGURO",I,25,F33-CIIR0005,"Comprometerse ante la cedente a proporcionar respaldo a través del reaseguro o reafianzamiento, que no estén en condiciones de cumplir",26 LGISMS y Vigésmima númeral 4 de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,31/12/2005,Multa,9360
2009,,06-367-III-4.2/75043,14/07/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"LASER, S.A. DE C.V., INTERMEDIARIO DE REASEGURO",I,25,F33-CIIR0001,Omitir proporcionar la información requerida en la forma y términos solicitados,26 LGISMS y Décima Tercera de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,31/12/2005,Multa,9734
2009,,06-367-III-4.2/75043,14/07/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"LASER, S.A. DE C.V., INTERMEDIARIO DE REASEGURO",I,25,F30-CIIR0011,"Remitir incompleta o incorrecta a la cedente, la información y documentos que por su conducto deba recibir","26 LGISMS y Vigésima Primera, numeral 5 de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro",139 fracc. XXI LGISMS,31/12/2005,Multa,25551.75
2009,,06-367-III-4.2/75043,14/07/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"LASER, S.A. DE C.V., INTERMEDIARIO DE REASEGURO",I,25,F31-CIIR0012,Intermediar para reaseguradoras extranjeras que no estén inscritas en el Registro General de Reaseguradoras Extranjeras para tomar Reaseguro y Reafianzamiento del país,26 LGISMS y Vigésima de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracción XXI LGISMS,31/12/2005,Multa,9734
2009,,06-367-III-4.2/75043,14/07/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"LASER, S.A. DE C.V., INTERMEDIARIO DE REASEGURO",I,25,F32-CIIR0014,Registro Incorrecto,26 LGISMS y Décima Quinta de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,31/12/2005,Multa,9360
2009,,06-367-III-4.2/75043,14/07/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"LASER, S.A. DE C.V., INTERMEDIARIO DE REASEGURO",I,25,F33-CIIR0022,Operar con personas no aturizadas ,26 y Reglas , 139 Fracción XXI ,31/12/2005,Multa,9734
2009,,06-367-III-4.2/75043,14/07/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"LASER, S.A. DE C.V., INTERMEDIARIO DE REASEGURO",I,25,F29-CIIR0023,No remitir a la cedente o hacerlo fuera del plazo la documentación e información que por su conducto deba recibir ,26 LGISMS y Vigésima Primera de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,31/12/2005,Multa,54753.75
2009,,06-367-III-4.2/75043,14/07/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"LASER, S.A. DE C.V., INTERMEDIARIO DE REASEGURO",I,25,F33-CIS0043,Realizar operaciones no permitidas o realizar las permitidas en términos distintos a lo previsto en la Ley ,,139 Fracción  XXI,31/12/2005,Revocación,0
2009,,06-367-III-4.2/75051,06/03/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"SEGUROS AFIRME, S.A. DE C.V., AFIRME GRUPO FINANCIERO",S,94,7-0087,,Art. 107,"Art. 139, fracción XVIII",26/11/2007,Multa,46322.12
2009,,06-367-III-4.2/75051,06/03/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"SEGUROS AFIRME, S.A. DE C.V., AFIRME GRUPO FINANCIERO",S,94,8-0091,,Art. 107 y Circulares u Oficios Circulares,"Art. 139, fracc. XXI",03/12/2007,Multa,27611.22
2009,,06-367-III-4.2/75053,11/02/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"CHUBB SEGUROS MÉXICO, S.A.",S,2,14BIS-0042,,Artículo 37,"Artículo 139, Fracción XXI",07/04/2008,Multa,20510.1
2009,,06-367-III-4.2/75053,11/02/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"CHUBB SEGUROS MÉXICO, S.A.",S,2,F08-CIS0091,Incorrecta presentacion de informacion de reaseguro ,107,139 Fracción XXI,28/02/2008,Multa,35393.07
2009,,06-367-III-4.2/75059,03/02/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"PLUS RE, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,43,F33-CIIR0005,"Comprometerse ante la cedente a proporcionar respaldo a través del reaseguro o reafianzamiento, que no estén en condiciones de cumplir",26 LGISMS y Vigésmima númeral 4 de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,01/04/2007,Multa,10114
2009,,06-367-III-4.2/75059,03/02/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"PLUS RE, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,43,F30-CIIR0011,"Remitir incompleta o incorrecta a la cedente, la información y documentos que por su conducto deba recibir","26 LGISMS y Vigésima Primera, numeral 5 de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro",139 fracc. XXI LGISMS,01/09/2006,Multa,17034.5
2009,,06-367-III-4.2/75059,03/02/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"PLUS RE, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,43,F31-CIIR0012,Intermediar para reaseguradoras extranjeras que no estén inscritas en el Registro General de Reaseguradoras Extranjeras para tomar Reaseguro y Reafianzamiento del país,26 LGISMS y Vigésima de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracción XXI LGISMS,01/09/2006,Multa,19468
2009,,06-367-III-4.2/75059,03/02/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"PLUS RE, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,43,F32-CIIR0014,Registro Incorrecto,26 LGISMS y Décima Quinta de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,01/11/2007,Amonestación,0
2009,,06-367-III-4.2/75059,03/02/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"PLUS RE, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,43,F29-CIIR0023,No remitir a la cedente o hacerlo fuera del plazo la documentación e información que por su conducto deba recibir ,26 LGISMS y Vigésima Primera de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,01/04/2007,Multa,24020.75
2009,,06-367-III-4.2/75069,25/05/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"Aon Benfield Mexico, Intermediario de Reaseguro, S.A. de C.V.",I,4,F30-CIIR0011,"Remitir incompleta o incorrecta a la cedente, la información y documentos que por su conducto deba recibir","26 LGISMS y Vigésima Primera, numeral 5 de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro",139 fracc. XXI LGISMS,30/07/2008,Multa,10518
2009,,06-367-III-4.2/75075,25/08/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"Protección Agropecuaria, Compañía de Seguros, S.A.",S,47,4-0016,,"Arts. 46, 47, 50, 51 y 52 bis","Art. 139, fracción XXI",31/12/2006,Multa,18932.63
2009,,06-367-III-4.2/75075,25/08/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"Protección Agropecuaria, Compañía de Seguros, S.A.",S,47,F07-CIS0087,No entrega de información de reaseguro en el plazo establecido,107,139  Fracción  XVIII ,15/01/2006,Multa,67261.94
2009,,06-367-III-4.2/75075,25/08/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"Protección Agropecuaria, Compañía de Seguros, S.A.",S,47,F14-CIS0003,Operar con reaseguradoras no inscritas en el Registro.,27 último párrafo,139 Fracción XXI,24/01/2006,Multa,58355.33
2009,,06-367-III-4.2/75075,07/09/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"PROTECCIÓN AGROPECUARIA, COMPAÑÍA DE SEGUROS, S.A.",S,47,F14 Bis-CIS0042,Pago de prima a los reaseguradores participantes fuera del plazo,"37 Párrafo Cuarto, inciso a)",139 Fracción  XXI,31/10/2006,Multa,24042.98
2009,,06-367-III-4.2/75075,07/09/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"Protección Agropecuaria, Compañía de Seguros, S.A.",S,47,F04-CIS0015,Desviación en la constitución de la reserva de riesgos en curso de instituciones de seguros,46-I y 47,139 Fracción XXI,31/12/2006,Multa,14308.98
2009,,06-367-III-4.2/75111,27/04/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"HEATH LAMBERT MEXICO, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,20,F29-CIIR0023,No remitir a la cedente o hacerlo fuera del plazo la documentación e información que por su conducto deba recibir ,26 LGISMS y Vigésima Primera de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro,139 fracc. XXI LGISMS,30/09/2007,Multa,10114
2009,,06-367-III-4.2/75111,27/04/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"HEATH LAMBERT MEXICO, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,20,33-0001,,Libre,Artículo 139,31/12/2007,Multa,10114
2009,,06-367-III-4.2/75111,27/04/2009,DIRECCIÓN GENERAL DE SUPERVISIÓN DE REASEGURO,"HEATH LAMBERT MEXICO, INTERMEDIARIO DE REASEGURO, S.A. DE C.V.",I,20,F30-CIIR0011,"Remitir incompleta o incorrecta a la cedente, la información y documentos que por su conducto deba recibir","26 LGISMS y Vigésima Primera, numeral 5 de las Reglas para la Autorización y Operación de Intermediarios de Reaseguro",139 fracc. XXI LGISMS,04/09/2007,Multa,17699.5
